rule,width,beta2,seed,layer,h0,final_loss,mean_h_final,ratio_final,t_depart,late_rel_std,cv_h_final,t_1e-02,t_1e-03,t_1e-04,t_1e-06
C,512,0.9995,2,W1,5.28220590034932e-05,0.0,0.0027270945720374584,2197.3359793633285,700,0.41914017932788744,4.037985324859619,843,1208,1840,2615
C,512,0.9995,2,W2,0.016009188782920118,0.0,0.0006070089293643832,1.6137540597663695,,0.2075915989862152,18.396799087524414,843,1208,1840,2615
C,512,0.9995,2,W3,0.01589438201889643,0.0,0.0005002012476325035,1.3394074728063918,,0.24312462796440856,4.271925449371338,843,1208,1840,2615
C,512,0.9995,2,W4,0.01600183335631686,0.0,0.0004942608065903187,1.314613307470792,,0.2448274840779111,7.982922077178955,843,1208,1840,2615
C,512,0.9995,2,W5,0.01584822328845603,0.0,0.1645042598247528,441.7821465236258,700,0.8207794496528075,13.580215454101562,843,1208,1840,2615
C,512,0.999,0,W1,5.112800681283688e-05,0.0,0.19047385454177856,6761060.361361864,200,0.27202616353981446,2.268862724304199,385,633,1031,1647
C,512,0.999,0,W2,0.015982062717344012,0.0,0.000936454685870558,106.33891912898514,4500,0.19832250468282744,26.129167556762695,385,633,1031,1647
C,512,0.999,0,W3,0.01599011104855504,0.0,0.000291701580863446,33.10744056286274,4500,0.22769634713271167,15.71091365814209,385,633,1031,1647
C,512,0.999,0,W4,0.01602171326960798,0.0,0.00021198808099143207,24.012688848545622,4500,0.24556128426654691,19.730133056640625,385,633,1031,1647
C,512,0.999,0,W5,0.016056346972048316,0.0,1.0668429136276245,120584.65284407069,100,0.7155355636049981,4.129128932952881,385,633,1031,1647
C,512,0.999,2,W1,5.28220590034932e-05,0.0,0.131365105509758,4513391.411070462,200,0.4765996451473777,2.982257604598999,437,696,1114,1807
C,512,0.999,2,W2,0.016009188782920118,0.0,0.0014556157402694225,165.01207381231055,3600,0.5103822487411835,45.853641510009766,437,696,1114,1807
C,512,0.999,2,W3,0.01589438201889643,0.0,0.0014255361165851355,162.76944511152317,3600,0.5512705165001018,40.386474609375,437,696,1114,1807
C,512,0.999,2,W4,0.01600183335631686,0.0,0.0024006040766835213,272.2632980818293,3600,0.5505955930816022,25.383974075317383,437,696,1114,1807
C,512,0.999,2,W5,0.01584822328845603,0.0,5.0694780349731445,580525.0564795973,100,0.4954244977220524,5.781541347503662,437,696,1114,1807
C,512,0.99,0,W1,5.112800681283688e-05,0.0,2.064495325088501,2.1988497764613307e+37,100,2.22018225125871,2.6528611183166504,331,331,468,520
C,512,0.99,0,W2,0.015982062717344012,0.0,0.003988537006080151,1.3590058105662877e+32,300,2.029496329541764,36.73424530029297,331,331,468,520
C,512,0.99,0,W3,0.01599011104855504,0.0,0.0002076556847896427,7.071847118542734e+30,400,2.2082901596888402,36.86005401611328,331,331,468,520
C,512,0.99,0,W4,0.01602171326960798,0.0,0.00017547312017995864,5.964062167701971e+30,400,2.5489667469290556,48.963741302490234,331,331,468,520
C,512,0.99,0,W5,0.016056346972048316,0.0,128.73553466796875,4.366085286669483e+36,100,2.3546656209885066,5.064741611480713,331,331,468,520
C,512,0.99,2,W1,5.28220590034932e-05,0.0,5.8736114501953125,6.055226685345488e+37,100,1.068251285785714,3.960183620452881,371,396,457,544
C,512,0.99,2,W2,0.016009188782920118,0.0,0.010521919466555119,3.579036816667159e+32,300,1.1907230074009154,150.3489532470703,371,396,457,544
C,512,0.99,2,W3,0.01589438201889643,0.0,0.0006700356025248766,2.2955922561198546e+31,400,1.232983708570063,20.564844131469727,371,396,457,544
C,512,0.99,2,W4,0.01600183335631686,0.0,0.0007663018186576664,2.6077780848752606e+31,400,1.174177225214831,106.01966094970703,371,396,457,544
C,512,0.99,2,W5,0.01584822328845603,0.0,425.0690002441406,1.4605598922512164e+37,100,1.2469790376548966,3.892099380493164,371,396,457,544
C,512,0.9,0,W1,5.112800681283688e-05,1.9922355865703567e-13,38.5204963684082,inf,100,2.7723478003775357,3.5420644283294678,1560,1730,1932,2174
C,512,0.9,0,W2,0.015982062717344012,1.9922355865703567e-13,0.09498074650764465,inf,100,3.0046253011570205,35.051143646240234,1560,1730,1932,2174
C,512,0.9,0,W3,0.01599011104855504,1.9922355865703567e-13,0.004050516523420811,inf,100,3.4275715267462528,14.06294059753418,1560,1730,1932,2174
C,512,0.9,0,W4,0.01602171326960798,1.9922355865703567e-13,0.0053170048631727695,inf,100,3.4570600112483088,108.44808197021484,1560,1730,1932,2174
C,512,0.9,0,W5,0.016056346972048316,1.9922355865703567e-13,2010.282958984375,inf,100,3.637348453670288,4.261309623718262,1560,1730,1932,2174
C,512,0.9,2,W1,5.28220590034932e-05,0.04561968892812729,35.50278854370117,inf,100,1.852734411752625,3.5085155963897705,1490,1716,1781,2076
C,512,0.9,2,W2,0.016009188782920118,0.04561968892812729,0.09727013111114502,inf,100,1.6577646403200241,40.86891555786133,1490,1716,1781,2076
C,512,0.9,2,W3,0.01589438201889643,0.04561968892812729,0.004539711866527796,inf,100,2.0872585144086524,14.707569122314453,1490,1716,1781,2076
C,512,0.9,2,W4,0.01600183335631686,0.04561968892812729,0.004068536683917046,inf,100,2.025231026018215,31.556196212768555,1490,1716,1781,2076
