rule,width,seed,layer,status,final_loss,wall,h0,sigma0,rho_init,rel_perturb,rel_analytic,mean_h,mean_var,offdiag,cv_h,r_final,h0_frac,h0_env_frac,t_1e-02,t_1e-03,t_1e-04,t_1e-06
A,256,0,W4,ok,8.987396284070627e-31,101.9,0.004,0.09117319756073991,2.5232936340288634,2.0776070078284237,0.12836687957069948,0.00011315832671243697,0.3321371376514435,0.5058404738037333,2.0569908618927,0.9734514355659485,0.028289581678109244,1.2040322496139104,182,281,533,2031
A,256,0,W5,ok,8.987396284070627e-31,101.9,0.004,0.09117319756073991,2.5027445652640403,1.123749831619518,1.0173121176012756,0.009510842151939869,0.01627502031624317,2.0434511142676226,6.058279991149902,14.442536354064941,2.3777105379849672,101.19768473621635,182,281,533,2031
A,256,1,W1,ok,8.106900395432604e-08,104.3,0.004,0.09117319756073991,0.2246196028706832,0.16496590715513024,0.01028681934610037,0.016516800969839096,0.013091066852211952,1.595019690159234,4.448984146118164,18.617652893066406,4.129200242459774,175.74279866012614,114,204,462,1608
A,256,1,W2,ok,8.106900395432604e-08,104.3,0.004,0.09117319756073991,2.5288729533417564,2.5930120440963598,0.1611409716348025,0.00016192243492696434,0.3202930688858032,0.4243387157351529,18.357450485229492,1.213629961013794,0.040480608731741086,1.7228942778865544,114,204,462,1608
A,256,1,W3,ok,8.106900395432604e-08,104.3,0.004,0.09117319756073991,2.5305516420893923,2.3023086426086943,0.14603175087842188,0.00011701348557835445,0.33298349380493164,0.5658120333313752,2.2728774547576904,0.9730207324028015,0.029253371394588612,1.2450520820628774,114,204,462,1608
A,256,1,W4,ok,8.106900395432604e-08,104.3,0.004,0.09117319756073991,2.5283875426943867,2.1771239515710405,0.13350618022605812,0.00011446975986473262,0.3334999084472656,0.5462183731615377,3.806105136871338,0.9774699211120605,0.028617439966183156,1.2179862188396082,114,204,462,1608
A,256,1,W5,ok,8.106900395432604e-08,104.3,0.004,0.09117319756073991,2.675748196436541,7.562862626457335,8.234434424876849,0.008282789960503578,0.023100562393665314,3.05409826859324,6.610352993011475,13.703173637390137,2.0706974901258945,88.13090931052584,114,204,462,1608
A,256,2,W1,ok,0.0,99.0,0.004,0.09117319756073991,0.22456069174372417,0.16526845714090488,0.010430894426695573,0.023798907175660133,0.017659272998571396,1.2674439198962282,8.019139289855957,47.92137145996094,5.949726793915033,253.2261882758411,102,215,355,1742
A,256,2,W2,ok,0.0,99.0,0.004,0.09117319756073991,2.532385839836666,2.571382195640162,0.16080240275409952,0.00014531437773257494,0.32327717542648315,0.4503228278546204,10.230189323425293,1.0328519344329834,0.036328594433143735,1.546180490696209,102,215,355,1742
A,256,2,W3,ok,0.0,99.0,0.004,0.09117319756073991,2.529760655063146,2.291458782968605,0.14303665364247262,0.00011839006037916988,0.3339143395423889,0.5777767178605954,2.53928542137146,0.9733086824417114,0.02959751509479247,1.2596991743480046,102,215,355,1742
A,256,2,W4,ok,0.0,99.0,0.004,0.09117319756073991,2.5297716376078183,2.0088645613024516,0.12629345863652006,0.00011341406207066029,0.3328157663345337,0.4845955473469697,2.151658296585083,0.9735599160194397,0.028353515517665073,1.2067533363214749,102,215,355,1742
A,256,2,W5,ok,0.0,99.0,0.004,0.09117319756073991,2.5524742800611264,3.898464625155277,3.915986364665475,0.0036774808540940285,0.04057682678103447,2.6027831781225492,1.3780035972595215,1.2669867277145386,0.9193702135235071,39.129294982587155,102,215,355,1742
A,512,0,W1,ok,0.0,328.6,0.004,0.09117319756073991,0.22088151442247395,0.16162475066067114,0.007126975148512106,0.02872643433511257,0.022573446854948997,1.582809830468707,7.481205940246582,54.055458068847656,7.181608583778143,305.65628143112536,30,30,30,30
A,512,0,W2,ok,0.0,328.6,0.004,0.09117319756073991,3.5726583136482586,3.419689900424341,0.1519019786884491,0.0002934280491899699,0.3385659456253052,0.7027006279108657,24.2149715423584,2.0034656524658203,0.07335701229749247,3.1221461507100083,30,30,30,30
A,512,0,W3,ok,0.0,328.6,0.004,0.09117319756073991,3.573557389776105,3.6222416232221057,0.15991887374561659,0.0002700707991607487,0.3294101357460022,1.0212946463686272,4.862579822540283,0.9885902404785156,0.06751769979018718,2.8736193024035215,30,30,30,30
A,512,0,W4,ok,0.0,328.6,0.004,0.09117319756073991,3.577084766397038,3.0634839754315895,0.13612343610411548,0.0002592834352981299,0.3382661044597626,1.0006112460071654,10.298760414123535,1.1490052938461304,0.06482085882453248,2.7588391147119937,30,30,30,30
